customer_id,country,province,city,industry_code,employee_count,sales,duration
SYNCID0000000056,CA,AB,ROCKY MTN HOUSE,7721,1.0,965321.0,3.0
SYNCID0000000057,CA,ON,OTTAWA,9631,1.0,0.0,-381.0
SYNCID0000000058,CA,ON,MILTON,0311,1.0,0.0,348.0
SYNCID0000000059,CA,AB,ROCKY VIEW COUNTY,7511,6.0,0.0,2260.0
SYNCID0000000060,CA,QC,BOUCHERVILLE,7215,2.0,172576.0,74.0
SYNCID0000000061,CA,AB,CALGARY,9659,1.0,0.0,45.0
SYNCID0000000062,CA,BC,BURNABY,4569,1.0,279426.0,246.0
SYNCID0000000063,CA,BC,DUNCAN,7771,0.0,0.0,19178.0
SYNCID0000000064,CA,ON,MILTON,6593,1.0,261476.0,972.0
SYNCID0000000065,CA,ON,WASAGA BEACH,6121,6.0,0.0,55.0
SYNCID0000000066,CA,ON,LONDON,0229,0.0,247659.0,-77.0
SYNCID0000000067,CA,ON,OTTAWA,6231,6.0,734149.0,279.0
SYNCID0000000068,CA,ON,NORTH YORK,4013,1.0,0.0,97.0
SYNCID0000000069,CA,NL,ST. JOHN'S,9112,15.0,165941.0,101.0
SYNCID0000000070,CA,ON,WHITBY,9811,1.0,0.0,5.0
SYNCID0000000071,CA,QC,MONTREAL,7771,4.0,0.0,271.0
SYNCID0000000072,CA,ON,KITCHENER,0211,0.0,0.0,31.0
SYNCID0000000073,CA,AB,CALGARY,0231,4.0,0.0,12603.0
SYNCID0000000074,CA,AB,CALGARY,9211,2.0,72172.0,213.0
SYNCID0000000075,CA,BC,VANCOUVER,7731,1.0,252807.0,68.0
SYNCID0000000076,CA,ON,BRAMPTON,6599,2.0,0.0,5.0
SYNCID0000000077,CA,BC,RICHMOND,8651,1.0,0.0,377.0
SYNCID0000000078,CA,AB,CALGARY,7215,1.0,0.0,396.0
SYNCID0000000079,CA,ON,SCARBOROUGH,6532,2.0,219715.0,77.0
SYNCID0000000080,CA,SK,SASKATOON,8653,0.0,0.0,27.0
SYNCID0000000081,CA,QC,MONTREAL,9639,1.0,13684.0,10363.0
SYNCID0000000082,CA,ON,POWASSAN,4226,0.0,0.0,14.0
SYNCID0000000083,CA,AB,EDMONTON,7215,1.0,36025.0,9.0
SYNCID0000000084,CA,BC,RICHMOND,4013,2.0,135506.0,558.0
SYNCID0000000085,CA,AB,CALGARY,6412,0.0,77720.0,103.0
SYNCID0000000086,CA,ON,WATERLOO,4261,0.0,0.0,53.0
SYNCID0000000087,CA,ON,TORONTO,4499,2.0,0.0,12.0
SYNCID0000000088,CA,ON,NORTH BAY,7771,0.0,0.0,215.0
SYNCID0000000089,CA,ON,ALLISTON,9712,3.0,125506.0,225.0
SYNCID0000000090,CA,PE,STRATFORD,7771,1.0,230171.0,257.0
SYNCID0000000091,CA,ON,NORTH BAY,4299,1.0,120718.0,7.0
SYNCID0000000092,CA,BC,NORTH VANCOUVER,7611,50.0,0.0,-44.0
SYNCID0000000093,CA,AB,CALGARY,7759,1.0,247492.0,47.0
SYNCID0000000094,CA,SK,SASKATOON,7752,2.0,0.0,1476.0
SYNCID0000000095,CA,ON,RICHMOND,7511,0.0,0.0,60.0
SYNCID0000000096,CA,ON,MISSISSAUGA,7761,4.0,767846.0,302.0
SYNCID0000000097,CA,ON,TORONTO,7759,2.0,0.0,403.0
SYNCID0000000098,CA,QC,MONTREAL,5999,40.0,0.0,58.0
SYNCID0000000099,CA,ON,ACTON,0112,2.0,683362.0,9.0
SYNCID0000000100,CA,SK,PRINCE ALBERT,8651,0.0,0.0,41.0
SYNCID0000000101,CA,BC,VANCOUVER,8641,10.0,500421.0,161.0
SYNCID0000000102,CA,ON,BRAMPTON,6031,0.0,106274.0,-1298.0
SYNCID0000000103,CA,BC,SURREY,7292,0.0,0.0,27.0
SYNCID0000000104,CA,ON,ORILLIA,4821,1.0,0.0,115.0
SYNCID0000000105,CA,ON,AURORA,8651,1.0,0.0,691.0
SYNCID0000000106,CA,SK,SASKATOON,4589,1.0,0.0,30.0
SYNCID0000000107,CA,AB,CAMROSE,6031,7.0,98313.0,126.0
SYNCID0000000108,CA,BC,LANGLEY,7292,0.0,0.0,39.0
SYNCID0000000109,CA,ON,TORONTO,0219,1.0,212089.0,240.0
SYNCID0000000110,CA,ON,OTTAWA,8599,1.0,267345.0,15.0
SYNCID0000000111,CA,ON,TRENTON,8653,4.0,0.0,47.0
SYNCID0000000112,CA,ON,BRAMPTON,4581,2.0,0.0,56.0
SYNCID0000000113,CA,ON,RICHMOND HILL,6581,8.0,40287.0,68.0
SYNCID0000000114,CA,ON,RICHMOND,8669,1.0,0.0,536.0
SYNCID0000000115,CA,ON,TORONTO,7292,2.0,286778.0,1835.0
SYNCID0000000116,CA,AB,CALGARY,7761,1.0,240032.0,69.0
SYNCID0000000117,CA,ON,MILTON,4214,1.0,3230897.0,9212.0
SYNCID0000000118,CA,BC,SURREY,4011,1.0,16086.0,15.0
SYNCID0000000119,CA,ON,TORONTO,8652,1.0,25481.0,256.0
SYNCID0000000120,CA,ON,GRAVENHURST,8653,0.0,0.0,-2701.0
SYNCID0000000122,CA,BC,KAMLOOPS,7771,2.0,147280.0,59.0
SYNCID0000000123,CA,ON,NORTH BAY,9861,0.0,378112.0,12365.0
SYNCID0000000124,CA,ON,TORONTO,7215,1.0,56334.0,200.0
SYNCID0000000125,CA,ON,NORTH YORK,0112,1.0,66961.0,126.0
SYNCID0000000126,CA,BC,DELTA,0122,2.0,0.0,160.0
SYNCID0000000127,CA,ON,MILTON,4011,1.0,180569.0,2671.0
SYNCID0000000128,CA,MB,WINNIPEG,4565,0.0,0.0,4.0
SYNCID0000000129,CA,ON,NORTH YORK,4259,3.0,258907.0,602.0
SYNCID0000000131,CA,ON,OTTAWA,7215,1.0,0.0,100.0
SYNCID0000000132,CA,BC,SURREY,7215,0.0,0.0,125.0
SYNCID0000000133,CA,BC,DELTA,4021,1.0,0.0,127.0
SYNCID0000000134,CA,ON,TORONTO,7215,0.0,0.0,4.0
SYNCID0000000135,CA,NS,HALIFAX,6561,1.0,75420.0,250.0
SYNCID0000000136,CA,ON,SCARBOROUGH,7421,2.0,0.0,276.0
SYNCID0000000137,CA,QC,LAVAL,8651,0.0,0.0,416.0
SYNCID0000000138,CA,QC,TERREBONNE,4499,1.0,252312.0,225.0
SYNCID0000000139,CA,AB,SLAVE LAKE,9999,0.0,0.0,100.0
SYNCID0000000140,CA,ON,TORONTO,9611,0.0,0.0,24.0
SYNCID0000000141,CA,QC,BROSSARD,7215,8.0,1253269.0,651.0
SYNCID0000000142,CA,AB,CALGARY,0919,0.0,604797.0,3441.0
SYNCID0000000143,CA,AB,STONY PLAIN,7771,1.0,491210.0,322.0
SYNCID0000000144,CA,QC,LAVAL,4299,2.0,1.0,307.0
SYNCID0000000145,CA,BC,VANCOUVER,7292,1.0,0.0,166.0
SYNCID0000000146,CA,BC,SALMON ARM,8651,1.0,0.0,197.0
SYNCID0000000147,CA,ON,BRACEBRIDGE,9211,2.0,0.0,1.0
SYNCID0000000148,CA,ON,WOODBRIDGE,7511,0.0,0.0,-461.0
SYNCID0000000149,CA,ON,BRAMPTON,0141,1.0,63806.0,1111.0
SYNCID0000000150,CA,ON,TORONTO,7771,2.0,229960.0,352.0
SYNCID0000000151,CA,BC,QUESNEL,4011,25.0,2422068.0,116.0
SYNCID0000000152,CA,NS,BEDFORD,9659,0.0,0.0,689.0
SYNCID0000000153,CA,QC,MONTREAL,4299,2.0,73017.0,202.0
SYNCID0000000154,CA,ON,TORONTO,4013,2.0,10673640.0,439.0
SYNCID0000000155,CA,ON,LONDON,7421,1.0,0.0,65.0
SYNCID0000000156,CA,NS,BEDFORD,9811,0.0,0.0,119.0
SYNCID0000000158,CA,AB,CALGARY,4499,0.0,0.0,2755.0
SYNCID0000000159,CA,BC,NORTH VANCOUVER,0311,2.0,0.0,175.0
SYNCID0000000160,CA,ON,CAMBRIDGE,7292,0.0,0.0,132.0
SYNCID0000000161,CA,ON,MAPLE,4411,1.0,11444.0,53.0
SYNCID0000000162,CA,AB,CALGARY,7749,1.0,0.0,28.0
SYNCID0000000163,CA,ON,TORONTO,6012,2.0,11807061.0,155.0
SYNCID0000000164,CA,BC,PARKSVILLE,7749,1.0,115201.0,126.0
SYNCID0000000165,CA,ON,TORONTO,4275,0.0,0.0,695.0
SYNCID0000000166,CA,ON,KINGSTON,7421,1.0,0.0,216.0
SYNCID0000000167,CA,ON,SCARBOROUGH,7721,7.0,350833.0,2678.0
SYNCID0000000169,CA,QC,MONTREAL,9949,1.0,1.0,44.0
SYNCID0000000170,CA,AB,CALGARY,9712,1.0,0.0,-955.0
SYNCID0000000171,CA,ON,COURTICE,9839,0.0,0.0,5.0
SYNCID0000000172,CA,ON,MILTON,4299,1.0,283923.0,4340.0
SYNCID0000000173,CA,ON,MILTON,6351,1.0,0.0,16.0
SYNCID0000000174,CA,QC,LAVAL,7292,0.0,0.0,81.0
SYNCID0000000175,CA,ON,STOUFFVILLE,7215,5.0,0.0,1077.0
SYNCID0000000177,CA,ON,HAMILTON,4013,1.0,358544.0,35.0
SYNCID0000000178,CA,ON,INNISFIL,7761,1.0,0.0,101.0
SYNCID0000000179,CA,AB,AIRDRIE,7761,0.0,0.0,97.0
SYNCID0000000180,CA,ON,TORONTO,7511,0.0,0.0,146.0
SYNCID0000000181,CA,BC,PORT ALBERNI,7215,2.0,180107.0,1340.0
SYNCID0000000182,CA,ON,TORONTO,7751,1.0,172566.0,41.0
SYNCID0000000183,CA,ON,SAULT STE. MARIE,6232,1.0,611316.0,731.0
SYNCID0000000184,CA,ON,MISSISSAUGA,7611,1.0,0.0,5106.0
SYNCID0000000185,CA,SK,PRINCE ALBERT,4013,0.0,0.0,16622.0
SYNCID0000000186,CA,ON,WINDSOR,6581,0.0,78768.0,436.0
SYNCID0000000187,CA,ON,NORTH YORK,7761,2.0,121433.0,437.0
SYNCID0000000188,CA,ON,TORONTO,7599,1.0,271846.0,220.0
SYNCID0000000189,CA,ON,TORONTO,6239,10.0,1114435.0,16590.0
SYNCID0000000190,CA,ON,YORK,4224,1.0,44244.0,563.0
SYNCID0000000191,CA,ON,TORONTO,7771,6.0,85575.0,144.0
SYNCID0000000192,CA,QC,LONGUEUIL,7511,0.0,0.0,11.0
SYNCID0000000193,CA,ON,MILTON,7292,0.0,0.0,25.0
SYNCID0000000194,CA,ON,OTTAWA,7599,0.0,139257.0,7255.0
SYNCID0000000195,CA,ON,TORONTO,7211,2.0,971902.0,89.0
SYNCID0000000196,CA,BC,KELOWNA,9961,1.0,23213.0,212.0
SYNCID0000000197,CA,ON,TORONTO,7721,1.0,0.0,205.0
SYNCID0000000198,CA,SK,OUTLOOK,9639,1.0,122569.0,98.0
SYNCID0000000199,CA,MB,WINNIPEG,8599,0.0,0.0,166.0
SYNCID0000000200,CA,ON,TORONTO,9212,3.0,0.0,4.0
SYNCID0000000201,CA,BC,VANCOUVER,4219,3.0,195277.0,21.0
SYNCID0000000202,CA,ON,HAWKESBURY,7771,1.0,0.0,104.0
SYNCID0000000203,CA,BC,MAPLE RIDGE,7611,0.0,0.0,269.0
SYNCID0000000204,CA,QC,MONTREAL,219,0.0,100947.0,241.0
SYNCID0000000205,CA,QC,BROSSARD,9212,20.0,2355974.0,2789.0
SYNCID0000000207,CA,ON,TORONTO,9712,2.0,0.0,30.0
SYNCID0000000208,CA,SK,SASKATOON,5919,6.0,0.0,1109.0
SYNCID0000000209,CA,BC,BURNABY,9741,2.0,0.0,324.0
SYNCID0000000210,CA,BC,VANCOUVER,5919,0.0,1121856.0,122.0
SYNCID0000000211,CA,ON,SARNIA,9811,0.0,0.0,30.0
SYNCID0000000212,CA,ON,NORTH BAY,9959,1.0,0.0,24.0
SYNCID0000000213,CA,QC,SAINT-JEROME,4013,1.0,0.0,10.0
SYNCID0000000214,CA,ON,NORTH YORK,9212,1.0,389536.0,569.0
SYNCID0000000215,CA,ON,MARKHAM,7215,1.0,0.0,-328.0
SYNCID0000000216,CA,ON,TORONTO,7721,1.0,0.0,8337.0
SYNCID0000000217,CA,AB,CALGARY,7771,1.0,1.0,7.0
SYNCID0000000218,CA,ON,MILTON,7215,0.0,0.0,108.0
SYNCID0000000219,CA,ON,TORONTO,7759,0.0,33152.0,-1126.0
SYNCID0000000220,CA,AB,CALGARY,4274,1.0,70341.0,-1725.0
SYNCID0000000221,CA,BC,COQUITLAM,7721,1.0,277040.0,131.0
SYNCID0000000222,CA,ON,TORONTO,7215,1.0,1.0,1.0
SYNCID0000000223,CA,ON,NORTH BAY,9631,1.0,177444.0,203.0
SYNCID0000000224,CA,ON,NEWMARKET,7771,1.0,277461.0,1822.0
SYNCID0000000225,CA,ON,MISSISSAUGA,7421,2.0,64223.0,2274.0
SYNCID0000000226,CA,BC,LANGLEY,7739,2.0,91193.0,308.0
SYNCID0000000227,CA,ON,WOODSTOCK,7771,1.0,0.0,6393.0
SYNCID0000000228,CA,BC,FERNIE,7292,1.0,0.0,104.0
SYNCID0000000229,CA,MB,WINNIPEG,7292,0.0,48666.0,126.0
SYNCID0000000231,CA,ON,TORONTO,7761,1.0,66891.0,46.0
SYNCID0000000232,CA,NS,BEDFORD,8651,1.0,179830.0,33.0
SYNCID0000000233,CA,ON,NORTH YORK,6351,2.0,0.0,30.0
SYNCID0000000234,CA,ON,ANCASTER,7215,1.0,0.0,316.0
SYNCID0000000235,CA,ON,GRIMSBY,7761,1.0,1.0,416.0
SYNCID0000000236,CA,ON,MILTON,8653,1.0,0.0,35.0
SYNCID0000000237,CA,AB,CALGARY,8651,1.0,0.0,31.0
SYNCID0000000238,CA,ON,TORONTO,8641,0.0,0.0,5.0
SYNCID0000000239,CA,AB,CALGARY,8653,1.0,0.0,-407.0
SYNCID0000000240,CA,ON,THORNHILL,6413,0.0,158508.0,-95.0
SYNCID0000000241,CA,AB,YELLOWHEAD COUNTY,211,1.0,131538.0,347.0
SYNCID0000000242,CA,ON,BRAMPTON,4561,1.0,0.0,4600.0
SYNCID0000000243,CA,ON,TORONTO,7771,0.0,0.0,920.0
SYNCID0000000244,CA,NB,SAINT JOHN,9949,0.0,0.0,71.0
SYNCID0000000245,CA,ON,ORLEANS,8653,0.0,0.0,259.0
SYNCID0000000246,CA,ON,COLLINGWOOD,7215,0.0,0.0,1489.0
SYNCID0000000247,CA,BC,FERNIE,0911,1.0,118627.0,69.0
SYNCID0000000248,CA,AB,CAMROSE,4274,1.0,0.0,170.0
SYNCID0000000249,CA,NS,HALIFAX,9614,15.0,707975.0,1052.0
SYNCID0000000250,CA,BC,NANAIMO,7611,3.0,0.0,251.0
SYNCID0000000251,CA,BC,KAMLOOPS,7215,2.0,0.0,78.0
SYNCID0000000252,CA,ON,OTTAWA,7799,1.0,74207.0,268.0
SYNCID0000000254,CA,BC,PRINCE GEORGE,4275,1.0,0.0,106.0
SYNCID0000000255,CA,ON,TORONTO,7771,0.0,0.0,869.0
SYNCID0000000256,CA,ON,TORONTO,9712,4.0,256545.0,28.0
SYNCID0000000258,CA,AB,COCHRANE,4275,1.0,0.0,77.0
SYNCID0000000259,CA,AB,EDMONTON,7215,2.0,0.0,248.0
SYNCID0000000260,CA,ON,CARLETON PLACE,4219,1.0,0.0,610.0
SYNCID0000000261,CA,NS,HALIFAX,6921,2.0,310388.0,369.0
SYNCID0000000262,CA,BC,BURNABY,8651,1.0,176975.0,117.0
SYNCID0000000263,CA,AB,CALGARY,7511,1.0,0.0,130.0
SYNCID0000000264,CA,ON,TORONTO,7771,1.0,0.0,3955.0
SYNCID0000000265,CA,ON,GEORGETOWN,6031,1.0,3543852.0,3687.0
SYNCID0000000266,CA,ON,MISSISSAUGA,0211,2.0,0.0,3114.0
SYNCID0000000267,CA,BC,VANCOUVER,9212,2.0,0.0,5243.0
SYNCID0000000268,CA,BC,VICTORIA,8599,1.0,72501.0,6.0
SYNCID0000000269,CA,ON,BANCROFT,6011,1.0,35027.0,16.0
SYNCID0000000270,CA,ON,MISSISSAUGA,4279,0.0,0.0,94.0
SYNCID0000000271,CA,ON,NORTH BAY,9213,1.0,643679.0,50.0
SYNCID0000000272,CA,ON,MILTON,7731,2.0,305329.0,3191.0
SYNCID0000000273,CA,ON,OAKVILLE,6031,3.0,0.0,84.0
SYNCID0000000274,CA,ON,TORONTO,8651,2.0,555489.0,218.0
SYNCID0000000275,CA,ON,TORONTO,6331,6.0,2119482.0,58.0
SYNCID0000000276,CA,ON,RICHMOND HILL,7761,1.0,121871.0,1939.0
SYNCID0000000277,CA,BC,VANCOUVER,3199,1.0,0.0,90.0
SYNCID0000000278,CA,ON,NORTH YORK,7759,1.0,0.0,197.0
SYNCID0000000279,CA,BC,VANCOUVER,7292,0.0,0.0,16.0
SYNCID0000000280,CA,ON,TORONTO,9931,2.0,275180.0,10872.0
SYNCID0000000281,CA,NB,DIEPPE,7215,0.0,1816800.0,381.0
SYNCID0000000282,CA,ON,NORTH YORK,7799,1.0,0.0,13.0
SYNCID0000000284,CA,ON,SCARBOROUGH,7299,1.0,207634.0,28.0
SYNCID0000000285,CA,AB,CALGARY,9211,1.0,0.0,145.0
SYNCID0000000286,CA,SK,OUTLOOK,8651,1.0,0.0,29.0
SYNCID0000000287,CA,ON,AJAX,4589,1.0,178909.0,757.0
SYNCID0000000288,CA,ON,MISSISSAUGA,4011,4.0,1570625.0,8.0
SYNCID0000000289,CA,BC,ABBOTSFORD,7721,2.0,51204.0,149.0
SYNCID0000000290,CA,ON,PETERBOROUGH,7771,1.0,24625.0,5.0
SYNCID0000000291,CA,AB,CALGARY,9631,10.0,1456493.0,1380.0
SYNCID0000000292,CA,ON,MILTON,7511,1.0,0.0,5197.0
SYNCID0000000293,CA,ON,NORTH YORK,211,0.0,0.0,-128.0
SYNCID0000000294,CA,BC,CAMPBELL RIVER,4275,0.0,0.0,1336.0
SYNCID0000000295,CA,BC,SURREY,1099,1.0,0.0,54.0
SYNCID0000000296,CA,BC,MCBRIDE,7771,2.0,131976.0,2782.0
SYNCID0000000297,CA,ON,CAMBRIDGE,7215,0.0,0.0,281.0
SYNCID0000000298,CA,ON,THORNHILL,7761,3.0,0.0,3716.0
SYNCID0000000299,CA,QC,VERDUN,4561,1.0,118503.0,3917.0
SYNCID0000000300,CA,BC,NEW WESTMINSTER,7599,1.0,152125.0,241.0
SYNCID0000000301,CA,QC,WESTMOUNT,8611,6.0,1320332.0,1275.0
SYNCID0000000302,CA,BC,VANCOUVER,7771,1.0,96627.0,1868.0
SYNCID0000000303,CA,AB,EDMONTON,6121,1.0,144214.0,22.0
SYNCID0000000304,CA,BC,VANCOUVER,4013,1.0,0.0,81.0
SYNCID0000000305,CA,ON,BOWMANVILLE,3099,1.0,0.0,15.0
SYNCID0000000306,CA,BC,WEST VANCOUVER,5999,1.0,20929.0,639.0
SYNCID0000000307,CA,ON,SCARBOROUGH,7215,2.0,0.0,87.0
SYNCID0000000308,CA,BC,RICHMOND,7215,0.0,1179911.0,278.0
SYNCID0000000309,CA,AB,CALGARY,9799,2.0,565476.0,11.0
SYNCID0000000310,CA,ON,MILTON,7771,1.0,0.0,271.0
SYNCID0000000311,CA,SK,REGINA,7215,0.0,0.0,264.0
SYNCID0000000312,CA,ON,KINGSTON,9641,2.0,183299.0,147.0
SYNCID0000000313,CA,BC,SURREY,7292,1.0,0.0,256.0
SYNCID0000000314,CA,ON,SCARBOROUGH,4012,1.0,0.0,97.0
SYNCID0000000315,CA,AB,CALGARY,6593,1.0,11849.0,3329.0
SYNCID0000000316,CA,ON,MARKHAM,7759,1.0,0.0,46.0
SYNCID0000000317,CA,AB,CALGARY,6311,0.0,0.0,595.0
SYNCID0000000318,CA,ON,TORONTO,8661,2.0,0.0,118.0
SYNCID0000000319,CA,ON,TORONTO,5731,1.0,168757.0,6393.0
SYNCID0000000320,CA,AB,CALGARY,8653,0.0,418778.0,-491.0
SYNCID0000000321,CA,ON,ALLISTON,4561,1.0,0.0,2.0
SYNCID0000000323,CA,AB,FORT MCMURRAY,8699,1.0,115941.0,52.0
SYNCID0000000324,CA,ON,WHITBY,5961,1.0,0.0,104.0
SYNCID0000000325,CA,SK,MOOSE JAW,8652,0.0,0.0,70.0
SYNCID0000000326,CA,AB,CALGARY,4013,1.0,241854.0,137.0
SYNCID0000000327,CA,ON,THORNHILL,7215,1.0,0.0,265.0
SYNCID0000000328,CA,BC,RICHMOND,9953,1.0,616899.0,166.0
SYNCID0000000329,CA,ON,CORNWALL,9659,1.0,24352.0,300.0
SYNCID0000000330,CA,QC,SAINT-JEROME,9712,0.0,0.0,121.0
SYNCID0000000331,CA,ON,WOODBRIDGE,9999,1.0,0.0,115.0
SYNCID0000000332,CA,BC,BURNABY,0119,5.0,125650.0,208.0
SYNCID0000000333,CA,ON,OTTAWA,7761,15.0,530019.0,100.0
SYNCID0000000334,CA,ON,MISSISSAUGA,7721,1.0,0.0,1.0
SYNCID0000000335,CA,ON,ANCASTER,7215,1.0,188402.0,4760.0
SYNCID0000000336,CA,NS,HALIFAX,8651,2.0,134656.0,-111.0
SYNCID0000000337,CA,BC,VANCOUVER,4561,0.0,0.0,610.0
SYNCID0000000338,CA,ON,TORONTO,6412,2.0,0.0,-352.0
SYNCID0000000339,CA,ON,THORNHILL,7759,2.0,0.0,115.0
SYNCID0000000340,CA,ON,TORONTO,4299,3.0,141702.0,335.0
SYNCID0000000341,CA,BC,SURREY,9953,1.0,0.0,-217.0
SYNCID0000000342,CA,AB,EDMONTON,7215,5.0,327295.0,941.0
SYNCID0000000343,CA,ON,PICKERING,6031,1.0,124654.0,20.0
SYNCID0000000344,CA,ON,BURLINGTON,7721,1.0,0.0,150.0
SYNCID0000000345,CA,ON,TORONTO,7771,2.0,307705.0,-524.0
SYNCID0000000347,CA,ON,BRAMPTON,9999,0.0,0.0,28.0
SYNCID0000000348,CA,ON,MILTON,4564,2.0,60796.0,2232.0
SYNCID0000000349,CA,ON,MILTON,7759,2.0,436212.0,32.0
SYNCID0000000350,CA,ON,NORTH YORK,9213,1.0,41885.0,71.0
SYNCID0000000351,CA,ON,WINDSOR,0171,2.0,85629.0,0.0
SYNCID0000000352,CA,ON,WASAGA BEACH,8521,0.0,0.0,188.0
SYNCID0000000353,CA,ON,MISSISSAUGA,4219,1.0,89305.0,959.0
SYNCID0000000354,CA,ON,BRAMPTON,7215,1.0,1.0,4048.0
SYNCID0000000355,CA,SK,REGINA,6412,0.0,0.0,454.0
SYNCID0000000356,CA,BC,NEW WESTMINSTER,7771,1.0,454108.0,327.0
SYNCID0000000357,CA,NL,ST. JOHN'S,129,1.0,84304.0,31.0
SYNCID0000000358,CA,BC,VANCOUVER,7761,2.0,0.0,5.0
SYNCID0000000359,CA,BC,ABBOTSFORD,8641,1.0,0.0,126.0
SYNCID0000000360,CA,QC,MONTREAL,9212,3.0,410525.0,441.0
SYNCID0000000361,CA,BC,QUESNEL,7215,0.0,0.0,248.0
SYNCID0000000362,CA,AB,CAMROSE,6351,1.0,0.0,172.0
SYNCID0000000363,CA,MB,WINNIPEG,8651,1.0,430623.0,503.0
SYNCID0000000364,CA,AB,EDMONTON,9659,1.0,71341.0,47.0
SYNCID0000000365,CA,AB,EDMONTON,4561,1.0,0.0,20.0
SYNCID0000000366,CA,MB,WINNIPEG,0122,1.0,0.0,124.0
SYNCID0000000367,CA,ON,SCARBOROUGH,4013,0.0,0.0,14.0
SYNCID0000000369,CA,ON,BRAMPTON,7771,1.0,0.0,770.0
SYNCID0000000370,CA,MB,WINNIPEG,7739,2.0,148009.0,8.0
SYNCID0000000371,CA,NL,ST. JOHN'S,9861,1.0,0.0,-391.0
SYNCID0000000372,CA,BC,LANGLEY,9959,1.0,478156.0,32.0
SYNCID0000000373,CA,AB,LETHBRIDGE,4013,1.0,0.0,144.0
